時間,裝置,溫度(°C),酸鹼(pH),溶解(ppm),TDS(EC)(ppm),導電(mS/cm),濁度(NTU),光照(lx),CO2_B(ppm),CO2_C(ppm)
2026-05-05 21:48:40,UNO_01,22.5,7.489972,942,6646,10.22576,993.3071,2479.167,-2,400
2026-05-05 21:48:57,UNO_01,22.4375,7.501309,1068,6673,10.26743,431.1685,2492.5,-2,400
2026-05-05 21:49:06,UNO_01,22.4375,7.495204,945,6652,10.23418,451.8755,2501.667,-2,400
2026-05-05 21:49:18,UNO_01,22.5,7.496077,942,6645,10.22311,539.5571,2499.167,-2,400
2026-05-05 21:49:31,UNO_01,22.5,7.51003,1095,6977,10.73439,416.2075,2491.667,-2,400
2026-05-05 21:49:44,UNO_01,22.4375,7.498693,946,6658,10.24349,462.6099,2490,-2,400
2026-05-05 21:49:57,UNO_01,22.5,7.496077,942,6650,10.23107,419.5356,2493.333,-2,400
2026-05-05 21:50:09,UNO_01,22.5,7.502182,1020,7077,10.88844,714.2368,2478.333,-2,400
2026-05-05 21:50:22,UNO_01,22.5,7.482996,941,6642,10.21912,424.5239,2499.167,-2,400
2026-05-05 21:50:35,UNO_01,22.5,7.508286,942,6644,10.22178,398.6997,2483.333,-2,400
2026-05-05 21:50:47,UNO_01,22.5,7.510902,942,6998,10.76759,891.5317,2479.167,-2,400
2026-05-05 21:51:00,UNO_01,22.5,7.499565,998,6693,10.29747,458.4829,2501.667,-2,400
2026-05-05 21:51:13,UNO_01,22.4375,7.520495,945,6656,10.24083,436.9751,2479.167,-2,400
2026-05-05 21:51:25,UNO_01,22.5,7.522239,944,6651,10.2324,908.0435,2492.5,-2,400
2026-05-05 21:51:39,UNO_01,22.5,7.535321,1066,6726,10.34794,414.5435,2500,-2,400
2026-05-05 21:51:51,UNO_01,22.5,7.538809,942,6645,10.22443,470.8521,2502.5,-2,400
2026-05-05 21:52:03,UNO_01,22.5,7.544042,942,6645,10.22443,480.7251,2501.667,-2,400
2026-05-05 21:52:16,UNO_01,22.5,7.952181,1107,7051,10.8486,522.4673,2500.833,-2,400
2026-05-05 21:52:29,UNO_01,22.4375,8.891424,945,6666,10.25679,484.0122,2503.333,-2,400
2026-05-05 21:52:41,UNO_01,22.4375,9.25683,944,6666,10.25679,517.5747,2502.5,-2,400
2026-05-05 21:52:54,UNO_01,22.4375,9.441714,981,7137,10.98011,832.4634,2495,-2,400
2026-05-05 21:53:07,UNO_01,22.4375,9.617876,945,6666,10.25679,511.8599,2481.667,-2,400
2026-05-05 21:53:19,UNO_01,22.4375,9.628341,945,6673,10.26743,486.4771,2487.5,-2,400
2026-05-05 21:53:32,UNO_01,22.4375,9.668458,945,6949,10.69158,919.2661,2496.667,-2,400
2026-05-05 21:53:45,UNO_01,22.4375,9.826306,1010,6672,10.26477,538.7446,2486.667,-2,400
2026-05-05 21:53:57,UNO_01,22.375,9.738225,947,6673,10.26659,506.9575,2502.5,-2,400
2026-05-05 21:54:10,UNO_01,22.4375,9.740841,945,6668,10.25945,911.0396,2500,-2,400
2026-05-05 21:54:23,UNO_01,22.375,9.887353,1074,6796,10.45563,528.9829,2500.833,-2,400
2026-05-05 21:54:36,UNO_01,22.4375,9.753051,944,6671,10.26344,470.8521,2480,-2,400
2026-05-05 21:54:48,UNO_01,22.4375,9.780085,944,6671,10.26344,516.7603,2491.667,-2,400
2026-05-05 21:55:01,UNO_01,22.4375,9.773109,1111,7056,10.85645,537.1177,2488.333,-2,400
2026-05-05 21:55:13,UNO_01,22.4375,9.772236,945,6671,10.26344,484.0122,2500,-2,400
2026-05-05 21:55:26,UNO_01,22.4375,9.766132,944,6673,10.26743,530.6118,2482.5,-2,400
2026-05-05 21:55:39,UNO_01,22.4375,9.767003,991,7127,10.96548,866.6411,2499.167,-2,400
2026-05-05 21:55:52,UNO_01,22.4375,9.845491,945,6668,10.25945,498.7739,2496.667,-2,400
2026-05-05 21:56:04,UNO_01,22.375,9.763516,947,6675,10.27058,497.9556,2498.333,-2,400
2026-05-05 21:56:17,UNO_01,22.4375,9.766132,944,6996,10.76338,969.7603,2498.333,-2,400
2026-05-05 21:56:30,UNO_01,22.4375,9.875144,992,6671,10.26344,495.4966,2500,-2,400
2026-05-05 21:56:42,UNO_01,22.375,9.766132,947,6677,10.27325,480.7251,2500.833,-2,400
2026-05-05 21:56:55,UNO_01,22.4375,9.764388,945,6669,10.26078,999.1763,2492.5,-2,400
2026-05-05 21:57:08,UNO_01,22.4375,9.930958,1068,6729,10.35252,532.2388,2480,-2,400
2026-05-05 21:57:20,UNO_01,22.4375,9.755667,945,6669,10.26078,525.7271,2480.833,-2,400
2026-05-05 21:57:33,UNO_01,22.4375,9.756539,945,6672,10.26477,563.8638,2502.5,-2,400
2026-05-05 21:57:46,UNO_01,22.4375,9.787063,1100,6999,10.7687,465.9087,2481.667,-2,400
2026-05-05 21:57:58,UNO_01,22.4375,9.761772,944,6668,10.25945,506.9575,2499.167,-2,400
2026-05-05 21:58:11,UNO_01,22.4375,9.753922,944,6673,10.26743,490.5786,2500.833,-2,400
2026-05-05 21:58:23,UNO_01,22.4375,9.758283,1026,7085,10.90033,775.6724,2500.833,-2,400
2026-05-05 21:58:38,UNO_01,22.4375,9.814097,945,6672,10.26477,494.6782,2490.833,-2,400
2026-05-05 21:58:49,UNO_01,22.375,9.748691,947,6677,10.27325,554.1548,2479.167,-2,400
2026-05-05 21:59:02,UNO_01,22.4375,9.746946,945,7109,10.93756,956.4556,2498.333,-2,400
2026-05-05 21:59:14,UNO_01,22.4375,9.852469,963,6672,10.26477,520.8384,2500,-2,400
2026-05-05 21:59:27,UNO_01,22.375,9.751307,947,6680,10.27724,531.4263,2505,-2,400
2026-05-05 21:59:40,UNO_01,22.4375,9.743458,945,6670,10.26211,1103.288,2500.833,-2,400
2026-05-05 21:59:52,UNO_01,22.4375,9.884736,1055,6670,10.26211,475.7896,2483.333,-2,400
2026-05-05 22:00:05,UNO_01,22.375,9.735609,947,6673,10.26659,467.5571,2504.167,-2,400
2026-05-05 22:00:18,UNO_01,22.4375,9.732992,945,6672,10.26477,740.0005,2499.167,-2,400
2026-05-05 22:00:30,UNO_01,22.4375,9.853341,1078,6904,10.62244,479.9009,2500,-2,400
2026-05-05 22:00:43,UNO_01,22.4375,9.732992,945,6670,10.26211,524.0981,2505,-2,400
2026-05-05 22:00:56,UNO_01,22.4375,9.729505,945,6663,10.25147,497.1353,2499.167,-2,400
2026-05-05 22:01:08,UNO_01,22.4375,9.740841,1060,7070,10.87773,633.6743,2490.833,-2,400
2026-05-05 22:01:22,UNO_01,22.4375,9.784446,944,6664,10.2528,512.6763,2492.5,-2,400
2026-05-05 22:01:35,UNO_01,22.375,9.719911,947,6675,10.27058,532.2388,2503.333,-2,400
2026-05-05 22:01:46,UNO_01,22.375,9.727759,947,7172,11.03472,927.4771,2482.5,-2,400
2026-05-05 22:01:59,UNO_01,22.4375,9.842003,948,6664,10.2528,518.3911,2502.5,-2,400
2026-05-05 22:02:12,UNO_01,22.4375,9.731249,944,6668,10.25945,498.7739,2491.667,-2,400
2026-05-05 22:02:24,UNO_01,22.375,9.724271,947,6837,10.51953,1049.409,2480.833,-2,400
2026-05-05 22:02:37,UNO_01,22.4375,9.828922,1035,6669,10.26078,521.6528,2498.333,-2,400
2026-05-05 22:02:50,UNO_01,22.4375,9.713806,945,6666,10.25546,472.4985,2502.5,-2,400
2026-05-05 22:03:02,UNO_01,22.4375,9.720783,944,6666,10.25679,868.1528,2502.5,-2,400
2026-05-05 22:03:16,UNO_01,22.375,9.83241,1074,6852,10.54216,498.7739,2480.833,-2,400
2026-05-05 22:03:28,UNO_01,22.4375,9.73212,944,6667,10.25812,480.7251,2501.667,-2,400
2026-05-05 22:03:40,UNO_01,22.4375,9.710318,944,6668,10.25945,535.4927,2503.333,-2,400
2026-05-05 22:03:54,UNO_01,22.4375,9.712935,1099,7057,10.85778,596.0884,2500,-2,400
2026-05-05 22:04:06,UNO_01,22.4375,9.73212,944,6665,10.25413,536.3071,2494.167,-2,400
2026-05-05 22:04:19,UNO_01,22.4375,9.723399,944,6669,10.26078,507.7759,2503.333,-2,400
2026-05-05 22:04:31,UNO_01,22.375,9.712935,972,7163,11.02141,877.9731,2503.333,-2,400
2026-05-05 22:04:44,UNO_01,22.4375,9.794039,944,6670,10.26211,518.3911,2488.333,-2,400
2026-05-05 22:04:57,UNO_01,22.375,9.718166,946,6672,10.26526,464.2603,2505,-2,400
2026-05-05 22:05:09,UNO_01,22.4375,9.729505,944,6947,10.68892,978.606,2482.5,-2,400
2026-05-05 22:05:22,UNO_01,22.4375,9.84026,1010,6672,10.26477,557.3931,2505,-2,400
2026-05-05 22:05:35,UNO_01,22.375,9.719911,946,6676,10.27191,506.9575,2501.667,-2,400
2026-05-05 22:05:49,UNO_01,22.375,9.710318,946,6675,10.26925,916.2759,2496.667,-2,400
2026-05-05 22:06:00,UNO_01,22.4375,9.878632,1068,6759,10.39906,516.7603,2495.833,-2,400
2026-05-05 22:06:13,UNO_01,22.4375,9.726888,945,6663,10.25147,502.8677,2493.333,-2,400
2026-05-05 22:06:25,UNO_01,22.4375,9.725144,944,6666,10.25679,512.6763,2505,-2,400
2026-05-05 22:06:39,UNO_01,22.4375,9.726888,1113,7037,10.8272,502.8677,2500.833,-2,400
2026-05-05 22:06:51,UNO_01,22.4375,9.732992,944,6666,10.25546,497.9556,2503.333,-2,400
2026-05-05 22:07:04,UNO_01,22.4375,9.711189,944,6663,10.25147,549.2935,2503.333,-2,400
2026-05-05 22:07:16,UNO_01,22.375,9.716423,1024,7105,10.93088,807.9966,2489.167,-2,400
2026-05-05 22:07:28,UNO_01,22.4375,9.785317,944,6666,10.25546,528.1704,2500.833,-2,400
2026-05-05 22:07:41,UNO_01,22.4375,9.712063,945,6669,10.26078,586.4419,2504.167,-2,400
2026-05-05 22:07:54,UNO_01,22.375,9.712935,946,7030,10.8164,921.5083,2499.167,-2,400
2026-05-05 22:08:07,UNO_01,22.4375,9.817586,980,6660,10.24748,527.356,2502.5,-2,400
2026-05-05 22:08:20,UNO_01,22.375,9.712063,947,6672,10.26526,528.9829,2480,-2,400
2026-05-05 22:08:33,UNO_01,22.375,9.712063,946,6671,10.26393,1002.106,2482.5,-2,400
2026-05-05 22:08:45,UNO_01,22.4375,9.846364,1067,6709,10.32194,489.7583,2490,-2,400
2026-05-05 22:08:59,UNO_01,22.375,9.730376,947,6672,10.26526,483.188,2500,-2,400
2026-05-05 22:09:11,UNO_01,22.375,9.732992,947,6700,10.30786,608.1177,2497.5,-2,400
2026-05-05 22:09:25,UNO_01,22.4375,9.77747,1112,7035,10.82321,513.4946,2504.167,-2,400
2026-05-05 22:09:36,UNO_01,22.4375,9.714678,944,6661,10.24881,478.2583,2486.667,-2,400
2026-05-05 22:09:49,UNO_01,22.375,9.718166,946,6674,10.26792,497.1353,2506.667,-2,400
2026-05-05 22:10:02,UNO_01,22.4375,9.736481,1012,7103,10.92825,827.8872,2504.167,-2,400
2026-05-05 22:10:28,UNO_01,22.375,9.739969,946,6676,10.27191,517.5747,2501.667,-2,400
2026-05-05 22:10:40,UNO_01,22.375,9.733865,946,7013,10.78977,963.1118,2500,-2,400
2026-05-05 22:10:52,UNO_01,22.4375,9.848981,986,6659,10.24615,494.6782,2504.167,-2,400
2026-05-05 22:11:06,UNO_01,22.375,9.731249,947,6673,10.26659,539.5571,2500.833,-2,400
2026-05-05 22:11:18,UNO_01,22.375,9.73212,947,6675,10.26925,1026.917,2485.833,-2,400
2026-05-05 22:11:30,UNO_01,22.4375,9.875144,1067,6705,10.31662,480.7251,2493.333,-2,400
2026-05-05 22:11:42,UNO_01,22.375,9.739098,946,6672,10.26526,485.6528,2500.833,-2,400
2026-05-05 22:11:57,UNO_01,22.4375,9.733865,944,6663,10.25147,655.1353,2480,-2,400
2026-05-05 22:12:08,UNO_01,22.375,9.789678,1096,6984,10.74584,488.1157,2497.5,-2,400
2026-05-05 22:12:20,UNO_01,22.4375,9.721656,944,6666,10.25546,522.4673,2483.333,-2,400
2026-05-05 22:12:33,UNO_01,22.4375,9.722527,944,6668,10.25945,493.0356,2491.667,-2,400
2026-05-05 22:12:46,UNO_01,22.4375,9.727759,1046,7071,10.87906,703.2622,2504.167,-2,400
2026-05-05 22:12:58,UNO_01,22.4375,9.773109,943,6660,10.24748,490.5786,2479.167,-2,400
2026-05-05 22:13:11,UNO_01,22.375,9.726888,947,6674,10.26792,528.1704,2489.167,-2,400
2026-05-05 22:13:24,UNO_01,22.4375,9.73212,944,7118,10.95219,949.7856,2504.167,-2,400
2026-05-05 22:13:36,UNO_01,22.4375,9.851597,956,6666,10.25679,515.9419,2480.833,-2,400
2026-05-05 22:13:49,UNO_01,22.375,9.73212,947,6672,10.26526,474.9673,2502.5,-2,400
2026-05-05 22:14:02,UNO_01,22.4375,9.732992,944,6702,10.3113,1045.063,2500.833,-2,400
2026-05-05 22:14:14,UNO_01,22.375,9.851597,1051,6675,10.26925,461.7837,2500,-2,400
2026-05-05 22:14:28,UNO_01,22.375,9.732992,946,6671,10.26393,518.3911,2485.833,-2,400
2026-05-05 22:14:40,UNO_01,22.4375,9.734737,943,6666,10.25546,752.4419,2505,-2,400
2026-05-05 22:14:52,UNO_01,22.375,9.810608,1078,6881,10.58742,519.2056,2501.667,-2,400
2026-05-05 22:15:05,UNO_01,22.375,9.747818,946,6671,10.26393,517.5747,2480.833,-2,400
2026-05-05 22:15:18,UNO_01,22.4375,9.736481,944,6666,10.25546,510.2271,2482.5,-2,400
2026-05-05 22:15:30,UNO_01,22.375,9.732992,1087,7065,10.86965,602.5063,2500,-2,400
2026-05-05 22:15:43,UNO_01,22.4375,9.756539,943,6666,10.25546,531.4263,2499.167,-2,400
2026-05-05 22:15:56,UNO_01,22.4375,9.735609,944,6657,10.24216,492.2173,2500,-2,400
2026-05-05 22:16:08,UNO_01,22.4375,9.753051,958,7204,11.08382,903.5474,2484.167,-2,400
2026-05-05 22:16:21,UNO_01,22.4375,9.838516,944,6669,10.26078,474.9673,2502.5,-2,400
2026-05-05 22:16:34,UNO_01,22.375,9.732992,946,6673,10.26659,531.4263,2479.167,-2,400
2026-05-05 22:16:46,UNO_01,22.375,9.747818,946,6901,10.61804,941.6196,2495,-2,400
2026-05-05 22:16:59,UNO_01,22.4375,9.848981,1022,6666,10.25546,487.2954,2495.833,-2,400
2026-05-05 22:17:13,UNO_01,22.375,9.747818,947,6675,10.27058,546.8618,2485,-2,400
2026-05-05 22:17:24,UNO_01,22.4375,9.733865,944,6665,10.25413,875.7114,2502.5,-2,400
2026-05-05 22:17:38,UNO_01,22.375,9.851597,1073,6809,10.4756,533.0532,2494.167,-2,400
2026-05-05 22:17:50,UNO_01,22.4375,9.751307,946,6665,10.25413,484.8306,2490,-2,400
2026-05-05 22:18:02,UNO_01,22.375,9.741713,949,6680,10.27724,541.9907,2498.333,-2,400
2026-05-05 22:18:15,UNO_01,22.375,9.752179,1105,7064,10.86832,554.9653,2501.667,-2,400
2026-05-05 22:18:28,UNO_01,22.4375,9.734737,944,6662,10.25014,488.1157,2498.333,-2,400
2026-05-05 22:18:41,UNO_01,22.4375,9.733865,943,6660,10.24748,511.0435,2498.333,-2,400
2026-05-05 22:18:54,UNO_01,22.4375,9.739969,990,7114,10.94554,841.606,2492.5,-2,400
2026-05-05 22:19:06,UNO_01,22.4375,9.814968,943,6663,10.25147,520.8384,2494.167,-2,400
2026-05-05 22:19:19,UNO_01,22.375,9.751307,946,6669,10.26126,504.5044,2502.5,-2,400
2026-05-05 22:19:31,UNO_01,22.4375,9.754794,945,6992,10.75806,947.561,2498.333,-2,400
2026-05-05 22:19:44,UNO_01,22.4375,9.876887,992,6660,10.24748,471.6743,2497.5,-2,400
2026-05-05 22:19:57,UNO_01,22.375,9.756539,946,6668,10.25993,472.4985,2500.833,-2,400
2026-05-05 22:20:10,UNO_01,22.375,9.749561,947,6671,10.26393,1015.989,2501.667,-2,400
2026-05-05 22:20:22,UNO_01,22.375,9.905666,1069,6729,10.35312,497.9556,2501.667,-2,400
2026-05-05 22:20:35,UNO_01,22.375,9.753922,946,6668,10.25993,464.2603,2489.167,-2,400
2026-05-05 22:20:47,UNO_01,22.4375,9.751307,943,6660,10.24748,546.8618,2502.5,-2,400
2026-05-05 22:21:00,UNO_01,22.375,9.826306,1099,7002,10.7738,563.0571,2504.167,-2,400
2026-05-05 22:21:13,UNO_01,22.4375,9.769621,942,6663,10.25147,520.8384,2501.667,-2,400
2026-05-05 22:21:25,UNO_01,22.375,9.763516,946,6668,10.25993,457.6587,2484.167,-2,400
2026-05-05 22:21:38,UNO_01,22.375,9.748691,1039,7079,10.89095,767.9419,2481.667,-2,400
2026-05-05 22:21:51,UNO_01,22.4375,9.820201,944,6659,10.24615,554.1548,2499.167,-2,400
2026-05-05 22:22:03,UNO_01,22.375,9.750434,946,6668,10.2586,494.6782,2495,-2,400
2026-05-05 22:22:16,UNO_01,22.375,9.7609,946,7078,10.88962,908.7935,2482.5,-2,400
2026-05-05 22:22:29,UNO_01,22.4375,9.881248,968,6665,10.25413,495.4966,2504.167,-2,400
2026-05-05 22:22:41,UNO_01,22.375,9.764388,945,6668,10.25993,489.7583,2500.833,-2,400
2026-05-05 22:22:54,UNO_01,22.375,9.761772,946,6668,10.2586,1109.702,2503.333,-2,400
2026-05-05 22:23:07,UNO_01,22.375,9.914388,1064,6672,10.26526,489.7583,2497.5,-2,400
2026-05-05 22:23:19,UNO_01,22.375,9.763516,947,6673,10.26659,505.3208,2501.667,-2,400
2026-05-05 22:23:32,UNO_01,22.4375,9.746074,944,6662,10.25014,689.8989,2495,-2,400
2026-05-05 22:23:45,UNO_01,22.4375,9.839388,1081,6930,10.66233,475.7896,2507.5,-2,400
2026-05-05 22:23:58,UNO_01,22.375,9.770493,947,6668,10.25993,530.6118,2487.5,-2,400
2026-05-05 22:24:10,UNO_01,22.375,9.759154,947,6669,10.26126,504.5044,2503.333,-2,400
2026-05-05 22:24:23,UNO_01,22.4375,9.772236,1050,7067,10.87374,688.3247,2504.167,-2,400
2026-05-05 22:24:36,UNO_01,22.4375,9.817586,944,6660,10.24748,502.8677,2504.167,-2,400
2026-05-05 22:24:48,UNO_01,22.375,9.760028,947,6664,10.25328,485.6528,2493.333,-2,400
2026-05-05 22:25:01,UNO_01,22.375,9.7609,946,7174,11.03738,931.9497,2475.833,-2,400
2026-05-05 22:25:13,UNO_01,22.4375,9.896946,950,6665,10.25413,505.3208,2487.5,-2,400
2026-05-05 22:25:26,UNO_01,22.375,9.780085,947,6672,10.26526,502.0474,2505,-2,400
2026-05-05 22:25:39,UNO_01,22.375,9.773981,946,6792,10.4503,994.0415,2488.333,-2,400
2026-05-05 22:25:52,UNO_01,22.375,9.898689,1043,6668,10.2586,499.5903,2504.167,-2,400
2026-05-05 22:26:06,UNO_01,22.375,9.77747,946,6671,10.26393,537.1177,2500,-2,400
2026-05-05 22:26:17,UNO_01,22.375,9.767876,946,6670,10.2626,817.188,2502.5,-2,400
2026-05-05 22:26:29,UNO_01,22.375,9.848109,1078,6885,10.59275,498.7739,2501.667,-2,400
2026-05-05 22:26:42,UNO_01,22.4375,9.778341,944,6665,10.25413,494.6782,2504.167,-2,400
2026-05-05 22:26:55,UNO_01,22.375,9.776596,946,6670,10.2626,485.6528,2491.667,-2,400
2026-05-05 22:27:08,UNO_01,22.375,9.772236,1075,7069,10.8763,598.4946,2501.667,-2,400
2026-05-05 22:27:21,UNO_01,22.4375,9.796656,944,6662,10.25014,508.5903,2497.5,-2,400
2026-05-05 22:27:33,UNO_01,22.375,9.771364,946,6670,10.2626,473.3247,2496.667,-2,400
2026-05-05 22:27:46,UNO_01,22.4375,9.780085,943,7204,11.08382,939.3892,2483.333,-2,400
2026-05-05 22:27:58,UNO_01,22.4375,9.889096,944,6658,10.24349,469.2036,2489.167,-2,400
2026-05-05 22:28:12,UNO_01,22.375,9.782702,947,6670,10.2626,526.5435,2495.833,-2,400
2026-05-05 22:28:24,UNO_01,22.375,9.776596,946,6893,10.60606,984.4946,2483.333,-2,400
2026-05-05 22:28:36,UNO_01,22.375,9.910028,1023,6667,10.25727,491.397,2502.5,-2,400
2026-05-05 22:28:49,UNO_01,22.375,9.776596,946,6667,10.25727,514.311,2497.5,-2,400
2026-05-05 22:29:02,UNO_01,22.375,9.775724,947,6667,10.25727,914.0356,2484.167,-2,400
2026-05-05 22:29:14,UNO_01,22.375,9.906538,1073,6822,10.4969,473.3247,2501.667,-2,400
2026-05-05 22:29:27,UNO_01,22.375,9.787063,946,6670,10.2626,535.4927,2504.167,-2,400
2026-05-05 22:29:40,UNO_01,22.4375,9.704214,944,6655,10.2395,479.0806,2500.833,-2,400
2026-05-05 22:29:52,UNO_01,22.375,9.721656,1096,7054,10.85234,533.0532,2484.167,-2,400
2026-05-05 22:30:05,UNO_01,22.4375,9.757411,944,6661,10.24881,511.0435,2480,-2,400
2026-05-05 22:30:18,UNO_01,22.375,9.757411,945,6668,10.2586,465.9087,2497.5,-2,400
2026-05-05 22:30:31,UNO_01,22.375,9.747818,986,7145,10.99345,879.481,2488.333,-2,400
2026-05-05 22:30:43,UNO_01,22.4375,9.858573,944,6660,10.24748,484.0122,2500.833,-2,400
2026-05-05 22:30:56,UNO_01,22.375,9.768748,946,6663,10.25195,506.1392,2500.833,-2,400
2026-05-05 22:31:09,UNO_01,22.375,9.756539,946,6972,10.7272,952.0083,2505,-2,400
2026-05-05 22:31:21,UNO_01,22.375,9.882993,1006,6673,10.26659,494.6782,2502.5,-2,400
2026-05-05 22:31:34,UNO_01,22.375,9.782702,946,6667,10.25727,470.0259,2501.667,-2,400
2026-05-05 22:31:46,UNO_01,22.375,9.780957,946,6666,10.25594,939.3892,2481.667,-2,400
2026-05-05 22:31:59,UNO_01,22.375,9.92834,1070,6744,10.37575,528.9829,2489.167,-2,400
2026-05-05 22:32:12,UNO_01,22.375,9.793166,947,6668,10.25993,484.0122,2500.833,-2,400
2026-05-05 22:32:24,UNO_01,22.375,9.792295,946,6668,10.25993,538.7446,2495,-2,400
2026-05-05 22:32:37,UNO_01,22.4375,9.854213,1103,7009,10.78332,473.3247,2503.333,-2,400
2026-05-05 22:32:50,UNO_01,22.375,9.792295,946,6662,10.25062,480.7251,2504.167,-2,400
2026-05-05 22:33:02,UNO_01,22.375,9.789678,947,6675,10.26925,464.2603,2500.833,-2,400
2026-05-05 22:33:15,UNO_01,22.375,9.787063,1042,7080,10.89361,740.0005,2502.5,-2,400
2026-05-05 22:33:28,UNO_01,22.4375,9.847237,943,6659,10.24615,482.3677,2504.167,-2,400
2026-05-05 22:33:42,UNO_01,22.375,9.780957,946,6663,10.25195,498.7739,2503.333,-2,400
2026-05-05 22:33:53,UNO_01,22.375,9.792295,946,7109,10.93754,908.0435,2500.833,-2,400
2026-05-05 22:34:06,UNO_01,22.375,9.905666,970,6668,10.2586,497.9556,2491.667,-2,400
2026-05-05 22:34:19,UNO_01,22.375,9.807993,946,6668,10.2586,480.7251,2503.333,-2,400
2026-05-05 22:34:31,UNO_01,22.4375,9.798399,944,6658,10.24349,1068.172,2503.333,-2,400
2026-05-05 22:34:45,UNO_01,22.375,9.932701,1062,6662,10.24928,463.4341,2504.167,-2,400
2026-05-05 22:34:57,UNO_01,22.375,9.785317,946,6665,10.25461,528.9829,2499.167,-2,400
2026-05-05 22:35:09,UNO_01,22.375,9.799272,946,6670,10.2626,747.0024,2501.667,-2,400
2026-05-05 22:35:22,UNO_01,22.375,9.90305,1083,6922,10.64999,529.7993,2502.5,-2,400
2026-05-05 22:35:35,UNO_01,22.375,9.797526,946,6665,10.25461,486.4771,2499.167,-2,400
2026-05-05 22:35:47,UNO_01,22.375,9.698981,946,6669,10.26126,493.8579,2488.333,-2,400
2026-05-05 22:36:00,UNO_01,22.375,9.410318,1071,7058,10.859,659.8931,2479.167,-2,400
2026-05-05 22:36:13,UNO_01,22.4375,9.295202,947,6697,10.30333,570.3247,2500,-2,400
2026-05-05 22:36:25,UNO_01,22.375,9.158284,946,6665,10.25461,456.8325,2500.833,-2,400
2026-05-05 22:36:38,UNO_01,22.375,9.021365,946,7144,10.99079,885.5122,2500.833,-2,400
2026-05-05 22:36:51,UNO_01,22.4375,8.988226,944,6653,10.23551,504.5044,2487.5,-2,400
2026-05-05 22:37:03,UNO_01,22.375,8.815552,946,6662,10.25062,427.0161,2484.167,-2,436
2026-05-05 22:37:16,UNO_01,22.375,8.667295,946,6848,10.53683,940.8755,2486.667,-2,400
2026-05-05 22:37:29,UNO_01,22.4375,8.61846,1027,6652,10.23418,526.5435,2503.333,-2,400
2026-05-05 22:37:41,UNO_01,22.375,8.569622,946,6662,10.24928,476.6118,2497.5,-2,400
2026-05-05 22:37:54,UNO_01,22.375,8.515552,946,6662,10.24928,867.3989,2495.833,-2,400
2026-05-05 22:38:07,UNO_01,22.375,8.482412,1072,6815,10.48492,407.0454,2501.667,-2,400
2026-05-05 22:38:19,UNO_01,22.375,8.373401,946,6655,10.23863,390.3423,2489.167,-2,400
2026-05-05 22:38:32,UNO_01,22.375,8.314971,945,6657,10.24263,491.397,2492.5,-2,400
2026-05-05 22:38:45,UNO_01,22.4375,8.276599,1098,7048,10.84316,519.2056,2485.833,-2,400
2026-05-05 22:38:57,UNO_01,22.4375,8.24782,943,6650,10.23153,434.4868,2502.5,-2,400
2026-05-05 22:39:10,UNO_01,22.375,8.223401,946,6657,10.24263,452.7017,2496.667,-2,400
2026-05-05 22:39:23,UNO_01,22.375,8.192006,969,7153,11.00543,845.4087,2505,-2,400
2026-05-05 22:39:36,UNO_01,22.4375,8.179796,943,6647,10.22621,417.0396,2496.667,-2,400
2026-05-05 22:39:48,UNO_01,22.375,8.131831,945,6654,10.2373,460.9614,2492.5,-2,400
2026-05-05 22:40:01,UNO_01,22.4375,8.103053,943,6870,10.56925,908.0435,2500.833,-2,400
2026-05-05 22:40:13,UNO_01,22.4375,8.112646,1020,6645,10.22355,408.7095,2497.5,-2,400
2026-05-05 22:40:26,UNO_01,22.375,8.090843,946,6655,10.23997,420.3677,2505,-2,400
2026-05-05 22:40:41,UNO_01,22.4375,8.090843,942,6645,10.22355,803.3931,2500,-2,400
2026-05-05 22:40:52,UNO_01,22.4375,8.136191,1070,6787,10.44294,455.1802,2503.333,-2,400
2026-05-05 22:41:04,UNO_01,22.4375,8.086483,943,6648,10.22887,424.5239,2478.333,-2,400
2026-05-05 22:41:17,UNO_01,22.4375,8.08125,943,6647,10.22754,417.0396,2480.833,-2,400
2026-05-05 22:41:29,UNO_01,22.375,8.075145,1114,7046,10.84036,508.5903,2499.167,-2,400
2026-05-05 22:41:42,UNO_01,22.4375,8.05596,942,6652,10.23418,457.6587,2480,-2,400
2026-05-05 22:41:55,UNO_01,22.4375,8.026309,943,6653,10.23551,392.8501,2480,-2,400
2026-05-05 22:42:07,UNO_01,22.4375,8.001018,990,7093,10.91363,729.0884,2485,-2,400
2026-05-05 22:42:20,UNO_01,22.4375,7.987936,943,6649,10.2302,425.354,2503.333,-2,400
2026-05-05 22:42:33,UNO_01,22.4375,7.967878,942,6650,10.23153,457.6587,2500.833,-2,400
2026-05-05 22:42:46,UNO_01,22.4375,7.953925,942,6971,10.72482,851.4849,2504.167,-2,400
2026-05-05 22:42:58,UNO_01,22.4375,7.954797,990,6646,10.22488,427.0161,2490,-2,400
2026-05-05 22:43:11,UNO_01,22.375,7.932123,945,6654,10.2373,481.5474,2502.5,-2,400
2026-05-05 22:43:24,UNO_01,22.375,7.929507,945,6653,10.23597,1027.645,2484.167,-2,400
2026-05-05 22:43:36,UNO_01,22.4375,7.927763,1066,6704,10.31529,506.9575,2501.667,-2,400
